"('p', 'DOWN', 2.86102294921875e-06)","('a', 'DOWN', 0.1122279167175293)","('p', 'UP', 0.13598108291625977)","('a', 'UP', 0.21347999572753906)","('s', 'DOWN', 0.3257300853729248)","('s', 'UP', 0.3821909427642822)","('s', 'DOWN', 0.4609968662261963)","('s', 'UP', 0.550537109375)","('W', 'DOWN', 0.7195751667022705)","('W', 'UP', 0.7985291481018066)","('0', 'DOWN', 0.9334709644317627)","('r', 'DOWN', 1.0685241222381592)","('0', 'UP', 1.0794780254364014)","('r', 'UP', 1.1360349655151367)","('d', 'DOWN', 1.25972318649292)","('d', 'UP', 1.3495938777923584)","('!', 'DOWN', 1.5298221111297607)","('!', 'UP', 1.6533629894256592)"
"('p', 'DOWN', 2.1457672119140625e-06)","('a', 'DOWN', 0.13528227806091309)","('p', 'UP', 0.14603018760681152)","('a', 'UP', 0.24763011932373047)","('s', 'DOWN', 0.3152890205383301)","('s', 'UP', 0.4165949821472168)","('s', 'DOWN', 0.4841752052307129)","('s', 'UP', 0.5739738941192627)","('W', 'DOWN', 0.7765200138092041)","('W', 'UP', 0.8891639709472656)","('0', 'DOWN', 1.0013720989227295)","('0', 'UP', 1.1140000820159912)","('r', 'DOWN', 1.1250731945037842)","('r', 'UP', 1.2152180671691895)","('d', 'DOWN', 1.3727281093597412)","('d', 'UP', 1.4401531219482422)","('!', 'DOWN', 1.6877391338348389)","('!', 'UP', 1.8113999366760254)"
"('p', 'DOWN', 3.0994415283203125e-06)","('a', 'DOWN', 0.13496708869934082)","('p', 'UP', 0.1456749439239502)","('a', 'UP', 0.22495508193969727)","('s', 'DOWN', 0.33737897872924805)","('s', 'UP', 0.39355897903442383)","('s', 'DOWN', 0.48363494873046875)","('s', 'UP', 0.5737080574035645)","('W', 'DOWN', 0.8998551368713379)","('W', 'UP', 1.0235660076141357)","('0', 'DOWN', 1.2148559093475342)","('0', 'UP', 1.3161370754241943)","('r', 'DOWN', 1.3500289916992188)","('r', 'UP', 1.4284842014312744)","('d', 'DOWN', 1.5411052703857422)","('d', 'UP', 1.6310341358184814)","('!', 'DOWN', 1.856234073638916)","('!', 'UP', 1.9574830532073975)"
"('p', 'DOWN', 3.0994415283203125e-06)","('p', 'UP', 0.1349031925201416)","('a', 'DOWN', 0.14620590209960938)","('a', 'UP', 0.2588350772857666)","('s', 'DOWN', 0.35994911193847656)","('s', 'UP', 0.44989895820617676)","('s', 'DOWN', 0.5173211097717285)","('s', 'UP', 0.629838228225708)","('W', 'DOWN', 0.8324332237243652)","('W', 'UP', 0.9339699745178223)","('0', 'DOWN', 1.0913560390472412)","('0', 'UP', 1.2036919593811035)","('r', 'DOWN', 1.2148079872131348)","('r', 'UP', 1.3048791885375977)","('d', 'DOWN', 1.4288561344146729)","('d', 'UP', 1.5186381340026855)","('!', 'DOWN', 2.0588080883026123)","('!', 'UP', 2.1711528301239014)"
"('p', 'DOWN', 1.9073486328125e-06)","('p', 'UP', 0.11245393753051758)","('a', 'DOWN', 0.13503193855285645)","('a', 'UP', 0.23627090454101562)","('s', 'DOWN', 0.3824748992919922)","('s', 'UP', 0.43863701820373535)","('s', 'DOWN', 0.5176699161529541)","('s', 'UP', 0.6187319755554199)","('W', 'DOWN', 0.8774588108062744)","('W', 'UP', 0.9899399280548096)","('0', 'DOWN', 1.1138019561767578)","('0', 'UP', 1.226247787475586)","('r', 'DOWN', 1.2487506866455078)","('r', 'UP', 1.3274250030517578)","('d', 'DOWN', 1.4511959552764893)","('d', 'UP', 1.5186760425567627)","('!', 'DOWN', 1.8336849212646484)","('!', 'UP', 1.9128339290618896)"
"('p', 'DOWN', 1.9073486328125e-06)","('p', 'UP', 0.10124063491821289)","('a', 'DOWN', 0.11246991157531738)","('a', 'UP', 0.21377301216125488)","('s', 'DOWN', 0.3149878978729248)","('s', 'UP', 0.38214969635009766)","('s', 'DOWN', 0.449908971786499)","('s', 'UP', 0.5512969493865967)","('W', 'DOWN', 0.7424578666687012)","('W', 'UP', 0.8323929309844971)","('0', 'DOWN', 1.001128911972046)","('0', 'UP', 1.1248879432678223)","('r', 'DOWN', 1.13627290725708)","('r', 'UP', 1.203918695449829)","('d', 'DOWN', 1.3163247108459473)","('d', 'UP', 1.4062488079071045)","('!', 'DOWN', 1.5863127708435059)","('!', 'UP', 1.6762418746948242)"
"('p', 'DOWN', 1.9073486328125e-06)","('p', 'UP', 0.08993387222290039)","('a', 'DOWN', 0.11240577697753906)","('a', 'UP', 0.21367311477661133)","('s', 'DOWN', 0.32624077796936035)","('s', 'UP', 0.38246989250183105)","('s', 'DOWN', 0.47248291969299316)","('s', 'UP', 0.5736570358276367)","('W', 'DOWN', 1.1699600219726562)","('W', 'UP', 1.2824358940124512)","('0', 'DOWN', 1.4624741077423096)","('0', 'UP', 1.5860991477966309)","('r', 'DOWN', 1.642467975616455)","('r', 'UP', 1.721182107925415)","('d', 'DOWN', 1.8338279724121094)","('d', 'UP', 1.9124231338500977)","('!', 'DOWN', 2.1038320064544678)","('!', 'UP', 2.205509901046753)"
"('p', 'DOWN', 1.9073486328125e-06)","('p', 'UP', 0.0898427963256836)","('a', 'DOWN', 0.14625787734985352)","('a', 'UP', 0.24747800827026367)","('s', 'DOWN', 0.3262169361114502)","('s', 'UP', 0.40493202209472656)","('s', 'DOWN', 0.47242188453674316)","('s', 'UP', 0.5624430179595947)","('W', 'DOWN', 0.7533318996429443)","('W', 'UP', 0.8438258171081543)","('0', 'DOWN', 0.9561989307403564)","('0', 'UP', 1.09128999710083)","('r', 'DOWN', 1.1024539470672607)","('r', 'UP', 1.1699309349060059)","('d', 'DOWN', 1.2824528217315674)","('d', 'UP', 1.3837270736694336)","('!', 'DOWN', 1.574950933456421)","('!', 'UP', 1.6874191761016846)"
"('p', 'DOWN', 2.1457672119140625e-06)","('a', 'DOWN', 0.1236269474029541)","('p', 'UP', 0.14622807502746582)","('a', 'UP', 0.22495007514953613)","('s', 'DOWN', 0.3149690628051758)","('s', 'UP', 0.382702112197876)","('s', 'DOWN', 0.4724559783935547)","('s', 'UP', 0.551285982131958)","('W', 'DOWN', 0.7202160358428955)","('W', 'UP', 0.8216278553009033)","('0', 'DOWN', 0.933696985244751)","('r', 'DOWN', 1.0687930583953857)","('0', 'UP', 1.0909309387207031)","('r', 'UP', 1.1363909244537354)","('d', 'DOWN', 1.2486951351165771)","('d', 'UP', 1.3385670185089111)","('!', 'DOWN', 1.496335744857788)","('!', 'UP', 1.6202130317687988)"
"('p', 'DOWN', 3.0994415283203125e-06)","('a', 'DOWN', 0.12377810478210449)","('p', 'UP', 0.1343221664428711)","('a', 'UP', 0.22498512268066406)","('s', 'DOWN', 0.3375222682952881)","('s', 'UP', 0.4050302505493164)","('s', 'DOWN', 0.47260618209838867)","('s', 'UP', 0.5849852561950684)","('W', 'DOWN', 0.7649831771850586)","('W', 'UP', 0.8776781558990479)","('0', 'DOWN', 1.0125093460083008)","('0', 'UP', 1.1250123977661133)","('r', 'DOWN', 1.1361000537872314)","('r', 'UP', 1.2150671482086182)","('d', 'DOWN', 1.3387162685394287)","('d', 'UP', 1.428626298904419)","('!', 'DOWN', 1.6537280082702637)","('!', 'UP', 1.77736496925354)"
